"probability","observed_positive","overall_positive","complier_positive"
0.2795,5484.954,4413.57964744508,4391.99584783625
0.28,5506.81333333334,4425.25887297571,4408.40621500595
0.2805,5536.41500000001,4436.9756774116,4422.47700293216
0.281,5560.81,4452.75804675702,4435.733881995
0.2815,5592.86700000001,4466.12141052268,4450.0449362126
0.282,5613.99466666667,4482.16274848038,4462.99319722398
0.2825,5645.47500000001,4498.48879931872,4478.31682885097
0.283,5675.26533333333,4513.58724338423,4495.25377463875
0.2835,5687.70033333333,4527.02091824806,4508.54047454594
0.284,5704,4543.50593433749,4522.97843538672
0.2845,5720.507,4558.77567774382,4536.22447131183
0.285,5740.61333333334,4571.71303232819,4551.08677807016
0.2855,5783.36200000001,4587.04348339281,4565.43606545877
0.286,5805.69600000001,4600.41551270226,4580.73740887187
0.2865,5830.53166666667,4615.1532519427,4595.93223373719
0.287,5848.348,4631.12964697729,4611.89804202062
0.2875,5856.69166666667,4646.80366938998,4625.27506663152
0.288,5876.61866666667,4662.62741185582,4639.70569083576
0.2885,5887,4679.19414407131,4653.18935794302
0.289,5899.78066666667,4693.57175154283,4669.72917868111
0.2895,5917.02466666667,4706.39124628456,4684.91984826599
0.29,5950.74,4720.37392533194,4699.44560638682
0.2905,5955,4736.05311761144,4716.05393758624
0.291,5960.146,4750.88802948045,4731.60265697721
0.2915,5969.132,4765.37298771114,4745.86252404398
0.292,5978.70133333333,4782.16643069121,4760.7617877574
0.2925,5991,4799.41532716204,4779.02039249089
0.293,5999.93,4816.59122961478,4795.82389761069
0.2935,6038.21466666667,4833.86324392296,4811.4396513049
0.294,6055.728,4848.36763283177,4826.18549621472
0.2945,6081.378,4863.87565089167,4841.89368579334
0.295,6102.51333333333,4881.68769859894,4857.6922034034
0.2955,6123.21633333334,4896.03866186959,4871.33368616083
0.296,6144,4913.58169844567,4884.3541268692
0.2965,6152.29833333334,4927.37211810161,4897.75043273159
0.297,6167.52733333333,4943.08659704171,4914.15246970771
0.2975,6179.595,4960.48959439621,4928.19065380368
0.298,6201.66266666667,4975.68124555317,4947.36478223146
0.2985,6211.46066666667,4992.939627284,4963.03364134834
0.299,6249.778,5011.36802009352,4979.61994583425
0.2995,6265.86566666667,5028.59482734264,4995.74291693773
0.3,6278.73333333333,5044.4424856125,5010.92276658527
0.3005,6291.008,5061.58386512616,5028.14326194917
0.301,6305,5078.22317249637,5047.32904953954
0.3015,6309,5094.8769712299,5063.53911547621
0.302,6332.02,5112.45326928399,5081.48663945905
0.3025,6347.17333333334,5127.86508566237,5097.20975730316
0.303,6377.37533333334,5143.53904162308,5115.77590877035
0.3035,6402.442,5161.29422481701,5132.42848328002
0.304,6410,5179.53943127606,5149.79212269223
0.3045,6424.08466666667,5194.42595202772,5164.10369076122
0.305,6437.83,5210.59535702676,5181.702817346
0.3055,6450.38833333333,5225.97926065441,5196.20988280193
0.306,6465.74533333333,5244.22160472494,5213.36773179115
0.3065,6480.252,5260.09228272915,5234.03453141511
0.307,6504.04533333334,5275.56292130361,5253.08682260851
0.3075,6520.94833333333,5293.62059652198,5272.13330544637
0.308,6545.032,5309.08104781246,5289.07632903264
0.3085,6558.08366666667,5328.6292762366,5307.15625498491
0.309,6570.87533333334,5347.1479233099,5326.13005224149
0.3095,6603,5361.60346265727,5344.85595181105
0.31,6616.72,5381.34826021768,5363.41085429436
0.3105,6629.35433333333,5398.73289862824,5383.87545568394
0.311,6639.422,5418.75901442952,5400.51517231991
0.3115,6643.95866666667,5438.74939692434,5419.49858887576
0.312,6663.22933333333,5457.90156013649,5434.85073314241
0.3125,6672.375,5476.37052258897,5454.60613054314
0.313,6683.078,5491.2706665265,5473.10830411123
0.3135,6711.76033333333,5510.04488874075,5489.67425374295
0.314,6732.796,5529.35061385892,5509.42776375428
0.3145,6745.26966666667,5548.80258671502,5527.89782160342
0.315,6759.96333333333,5566.10225420611,5545.75838809816
0.3155,6768,5584.13682331255,5562.32051323748
0.316,6780,5601.78064958389,5581.37245055454
0.3165,6786.16633333333,5618.90986156971,5600.51054094258
0.317,6798.234,5636.97125233249,5617.17088792272
0.3175,6813,5656.88485291598,5633.44931741553
0.318,6824.216,5676.15896534059,5652.11247697792
0.3185,6836.748,5693.78766569938,5674.58786792655
0.319,6850.514,5711.78569636805,5692.66018393451
0.3195,6874.717,5731.69286152473,5710.97874676127
0.32,6896.6,5752.22821877827,5727.75580706739
0.3205,6920.07666666667,5769.20380905058,5745.73937448055
0.321,6932.326,5787.80660313478,5763.86606845786
0.3215,6947.058,5807.62306423732,5784.51798207294
0.322,6965,5829.84284824409,5804.8063716055
0.3225,6983.935,5850.89469657463,5822.91412919012
0.323,6993,5870.3929642289,5844.6904497957
0.3235,6999.13666666667,5893.96086391105,5864.98011214778
0.324,7028.36266666667,5913.50198381189,5882.99198657573
0.3245,7038.249,5937.41425928031,5904.58786592488
0.325,7062.95,5958.06187271006,5926.76048460204
0.3255,7083.76866666667,5975.33489249467,5946.38708792648
0.326,7092,5992.53410443106,5966.85362833516
0.3265,7107.59833333334,6012.47515257396,5987.70519193073
0.327,7130.11133333334,6033.20513321855,6007.99955221378
0.3275,7150.275,6054.51079619654,6030.17535891489
0.328,7169.504,6074.52383595418,6053.06162229808
0.3285,7181.53233333334,6097.92944884743,6072.0580441002
0.329,7194.432,6118.60502353128,6095.41886743258
0.3295,7214.85133333333,6137.71431924644,6117.61641354706
0.33,7239.85333333334,6158.52395980855,6138.88893110728
0.3305,7260,6179.89373354029,6162.56316505756
0.331,7277.12866666667,6204.22454264689,6183.91571675244
0.3315,7289.178,6224.52734896313,6207.02203594703
0.332,7314.28000000001,6243.78807671728,6231.15946023522
0.3325,7350.98000000001,6264.52286930644,6255.84712478352
0.333,7377.39933333333,6286.45852582496,6273.02682280762
0.3335,7386.868,6307.46253964487,6296.83057804982
0.334,7395.53466666667,6328.1101169398,6320.50969323254
0.3345,7407,6350.47666045631,6342.97134293515
0.335,7413.67,6376.07560469731,6363.12414029582
0.3355,7421.213,6399.84242416106,6384.17457587294
0.336,7440,6422.02464968178,6406.65090433073
0.3365,7457.238,6443.51770055722,6426.3836790916
0.337,7469.70333333334,6464.3256440196,6447.41646804081
0.3375,7497.03333333333,6484.78929503383,6469.6764062686
0.338,7506.076,6505.26863117236,6489.76702739967
0.3385,7513.862,6530.27801626891,6512.40745094297
0.339,7529.05666666667,6556.03782955815,6542.24301454601
0.3395,7546.674,6579.98046906445,6565.90918392936
0.34,7561.04,6600.91672825454,6586.45887018186
0.3405,7581.486,6626.40977112988,6611.9605527311
0.341,7589.446,6644.20135921307,6634.49778137944
0.3415,7611.09933333333,6666.08243006379,6657.5359145073
0.342,7627.852,6692.72785016775,6679.76458929881
0.3425,7655.425,6717.40931192277,6702.85818932417
0.343,7670.258,6741.90110132596,6724.57055443197
0.3435,7705.38300000001,6763.17346886847,6747.1148739675
0.344,7733.664,6783.95090795267,6774.00842148938
0.3445,7748.91133333333,6810.94146280649,6803.51760473968
0.345,7755.04666666667,6835.24368998134,6826.01334038216
0.3455,7772.364,6860.68122378978,6849.84907418282
0.346,7794.79333333334,6883.93491805735,6869.33455929646
0.3465,7811.52666666668,6909.37870860768,6891.74652320751
0.347,7842,6938.21533076251,6916.74147518449
0.3475,7881.61666666667,6964.74335144336,6940.13697391
0.348,7898,6988.02497899284,6964.44472670964
0.3485,7918.485,7008.20189907612,6989.01722015698
0.349,7943.56466666667,7029.50590330361,7010.17756664846
0.3495,7956.16166666667,7053.67827350015,7034.48555823054
0.35,7979.7,7078.44457268372,7059.51650189269
0.3505,8001.212,7098.79973552716,7084.27230755804
0.351,8012.34133333334,7122.5842735455,7104.27890695282
0.3515,8035.806,7143.23000496004,7130.77315457896
0.352,8049.88266666667,7168.36467612512,7153.41358453514
0.3525,8073.07666666667,7193.18186962907,7176.21301995106
0.353,8081.272,7213.57355637444,7200.712394732
0.3535,8100.17366666667,7236.07059067978,7225.2691260693
0.354,8109.724,7260.20405451273,7249.17015823038
0.3545,8127,7279.55981865632,7272.75085917285
0.355,8139.52,7302.7036661968,7300.47337284063
0.3555,8153.77733333333,7330.35861551215,7327.35022683427
0.356,8170.608,7351.56081708861,7349.0650363485
0.3565,8190.478,7377.45860477396,7374.00481607515
0.357,8204.17866666667,7403.11385489493,7397.09329387436
0.3575,8238.15,7428.60785871993,7418.90964239115
0.358,8264.348,7454.75825755719,7446.3815057225
0.3585,8269,7480.37369896947,7469.12797174445
0.359,8288.59,7506.83897582373,7499.46563713219
0.3595,8305.97133333333,7531.06545434532,7521.93832375113
0.36,8315.26666666667,7555.66902100174,7546.83826204085
0.3605,8347.363,7578.10457451719,7569.13088072104
0.361,8361.566,7603.45628297247,7591.11291255977
0.3615,8380.51266666667,7627.2892969048,7616.09115422653
0.362,8389.648,7651.48653690681,7643.66135543431
0.3625,8400.78333333333,7676.36682551435,7673.72397508264
0.363,8422.134,7696.7879716953,7698.29658523352
0.3635,8440.581,7721.20752304296,7721.16263627066
0.364,8490.568,7744.90478954208,7744.07150569898
0.3645,8502,7772.55749892476,7767.47470748363
0.365,8525.19,7802.27469545619,7793.41730216528
0.3655,8536.786,7827.40494526091,7818.45298338356
0.366,8545.73066666667,7853.28819882012,7838.63094263183
0.3665,8555.799,7879.415106478,7866.87167217344
0.367,8574.004,7904.18583001937,7890.7144863667
0.3675,8589.95666666667,7933.50405508643,7913.97276327622
0.368,8634.408,7959.52224543327,7939.2034334924
0.3685,8652,7986.72988630394,7963.50012059406
0.369,8665.17066666667,8015.9847073384,7984.6313308597
0.3695,8689.017,8046.02549693122,8012.75503961447
0.37,8707.16666666668,8072.81566171752,8038.2680287109
0.3705,8730,8092.88815960917,8060.57800674778
0.371,8752.626,8115.04294468833,8090.99982140878
0.3715,8761.26766666667,8139.32568328646,8119.24766893118
0.372,8779.74133333334,8167.13661775597,8144.48843682088
0.3725,8793,8192.17195519783,8169.78692202887
0.373,8817.31400000001,8213.28729837004,8197.00577139934
0.3735,8826,8239.26277638476,8222.65347313204
0.374,8835.948,8265.6384500914,8246.9465033193
0.3745,8861.23500000001,8287.1222158289,8274.14021299477
0.375,8891.16666666667,8311.12812898295,8298.98266827202
0.3755,8904.453,8343.76445223702,8325.91953747755
0.376,8922.93600000001,8369.89637722015,8351.38473895924
0.3765,8941.57266666667,8399.61669953321,8378.9982744978
0.377,8954.124,8426.8366012871,8406.05489491414
0.3775,8988.21666666667,8454.6381316273,8433.38393437766
0.378,9001.468,8484.66357956147,8460.73935624015
0.3785,9016.114,8510.29388317159,8488.68658687386
0.379,9027.874,8536.39059099368,8515.18578381691
0.3795,9070.154,8563.02582194958,8540.18336592351
0.38,9084,8587.1683743738,8564.48865901427
0.3805,9109.13833333334,8610.67650449546,8587.17685681197
0.381,9127.79066666667,8637.55492865306,8616.15784441408
0.3815,9162.66700000001,8663.8246215414,8641.18666058663
0.382,9177.092,8695.62780173522,8665.54598565902
0.3825,9188.39333333334,8719.07832542939,8690.37963798245
0.383,9201.83,8745.98275886668,8719.49427268592
0.3835,9219.23366666667,8767.66489607191,8746.04974293349
0.384,9259.808,8794.16357971161,8770.3187176841
0.3845,9274.16600000001,8819.70566093431,8793.82923721087
0.385,9298.87333333333,8842.34432073369,8819.30485721652
0.3855,9317.00866666667,8868.66114165073,8842.42276213966
0.386,9337.43600000001,8900.84471021421,8869.47196927191
0.3865,9365.757,8934.63651026625,8901.07879900833
0.387,9380.65866666667,8957.15094176253,8928.81849177635
0.3875,9410.775,8978.9133019204,8956.31730459472
0.388,9429.21333333334,9002.57554708228,8980.3024162018
0.3885,9440.731,9026.46332047701,9004.47277160001
0.389,9458.846,9054.1881671642,9034.73905030101
0.3895,9477.04566666667,9080.88842703171,9058.39816041567
0.39,9483.34,9110.8711279064,9084.51047987776
0.3905,9491.181,9139.11974424962,9110.88845554257
0.391,9512.24866666667,9166.03316285744,9138.68248867349
0.3915,9532.26533333333,9189.19507620188,9165.13523059768
0.392,9547.536,9217.48176363346,9191.73329774875
0.3925,9563.25833333334,9241.37445706609,9215.98172233569
0.393,9585.116,9272.31231514303,9247.50565061275
0.3935,9604.935,9299.86275921547,9275.02170386246
0.394,9619.30933333333,9326.14365365385,9304.41268847046
0.3945,9633.44466666667,9349.96342575318,9330.3300582727
0.395,9650.37,9374.36531655018,9357.25179973006
0.3955,9683.86133333334,9400.23795698047,9381.66176706672
0.396,9703.32800000001,9423.95659239568,9408.16798075063
0.3965,9720,9452.94016942345,9435.60854323162
0.397,9735.72800000001,9477.09227594765,9461.52888446783
0.3975,9764.66833333334,9502.1968944691,9488.57424785574
0.398,9793.784,9529.57645503379,9513.83552781162
0.3985,9799.26366666667,9549.09856581101,9537.47800936344
0.399,9827.33133333333,9572.71459556543,9562.48948557203
0.3995,9840,9598.49210803551,9585.31123302511
0.4,9876.33333333334,9624.35643608424,9609.91895793373
0.4005,9908.01500000001,9648.25435492304,9633.95067208574
0.401,9920.204,9681.09469101218,9660.63249424651
0.4015,9948.027,9705.50989776687,9687.88896059963
0.402,9964.94933333334,9730.50994262675,9715.01376601676
0.4025,9979.63500000001,9756.95268329115,9741.91955348641
0.403,10000.854,9779.46034361787,9764.57171311836
0.4035,10014,9806.34796944798,9788.52628223343
0.404,10028.008,9830.43079446602,9813.31586649828
0.4045,10047.3783333333,9856.9515096277,9838.14354365854
0.405,10061.86,9880.05319942319,9866.34243785724
0.4055,10085.11,9907.6285318436,9889.56476114614
0.406,10096.1146666667,9931.6038181861,9912.88248632531
0.4065,10106.078,9959.54347958593,9940.62338189622
0.407,10124.484,9987.58781769768,9967.21302378644
0.4075,10138.8533333333,10017.2761352504,9992.45949839062
0.408,10170.296,10048.2286599102,10021.8955998142
0.4085,10190.617,10072.9411902643,10047.5083356231
0.409,10193.3693333333,10104.3973064653,10078.6175068553
0.4095,10239.2756666667,10128.6343415075,10102.1819640491
0.41,10256.64,10149.1380863392,10125.4310079816
0.4105,10282.989,10175.5079918093,10153.2310647752
0.411,10298.9106666667,10199.8375007228,10175.7993532103
0.4115,10311.644,10226.9586743331,10200.459526783
0.412,10351.1813333333,10248.4923329459,10225.9385043684
0.4125,10366.6333333333,10277.80879112,10251.8059445497
0.413,10378.842,10302.870361736,10276.3996867187
0.4135,10396.5873333333,10328.8244537299,10300.30498321
0.414,10406.5293333333,10355.8408014093,10327.3340411695
0.4145,10423.858,10377.5719540021,10353.1152394045
0.415,10429.4833333333,10402.8281085369,10380.8378615844
0.4155,10447.8216666667,10427.9494005676,10405.8003832027
0.416,10472.264,10456.1701416108,10427.535966221
0.4165,10511.4983333333,10482.1257485176,10448.9643597617
0.417,10527.208,10511.4480020126,10474.4675989068
0.4175,10545.835,10537.3063689365,10498.6286271965
0.418,10569.9026666667,10560.2899877594,10522.3268473654
0.4185,10591.8516666667,10582.3039713085,10544.0645298451
0.419,10623.152,10607.3783365932,10572.1214482107
0.4195,10649.317,10639.2620970734,10597.7441854986
0.42,10676.3466666667,10664.8178893523,10624.9857429923
0.4205,10696.446,10691.8526692631,10653.2004473372
0.421,10714.0866666667,10715.536582512,10671.885161559
0.4215,10728,10741.3575869791,10699.5442206372
0.422,10733.664,10763.7659379582,10726.6541466086
0.4225,10758.07,10788.4644278158,10749.8050907761
0.423,10781.0553333333,10817.3344282978,10773.0120642506
0.4235,10825.764,10846.9054828319,10798.0300354242
0.424,10844.144,10869.6557443968,10827.3169466667
0.4245,10851,10893.8729316618,10856.1070512941
0.425,10871.25,10920.9067787461,10880.5584938843
0.4255,10877.8353333333,10945.4105165049,10908.0004493192
0.426,10886.9706666667,10971.8524878118,10936.0680258716
0.4265,10932.106,10994.455104731,10964.422870631
0.427,10942.1206666667,11020.6897525483,10992.4915772053
0.4275,10956.2016666667,11047.3250748246,11016.7324910459
0.428,11003.768,11070.6414146619,11042.858127236
0.4285,11009.3236666667,11096.2707676058,11070.8963372838
0.429,11014.348,11118.9748087251,11095.683196972
0.4295,11042.508,11143.9520832696,11123.8641525986
0.43,11072.1066666667,11169.4163119446,11151.8798268396
0.4305,11086.3773333333,11195.1720551983,11175.0603294719
0.431,11100.662,11219.7129338844,11199.8907909782
0.4315,11119.9186666667,11243.8790182709,11228.0371599464
0.432,11145.1893333333,11267.8246709108,11250.6112648267
0.4325,11168.325,11291.265519885,11277.9974318144
0.433,11180.596,11313.0913608373,11301.6353184844
0.4335,11198.0033333333,11337.3310731156,11329.4667603271
0.434,11228.136,11362.2275937676,11354.1858014126
0.4345,11240.2713333333,11389.360259184,11375.2295263561
0.435,11249.2033333333,11415.4545252381,11399.8478349341
0.4355,11276,11439.7578974646,11427.1371029984
0.436,11293.6933333333,11465.9430372158,11454.9811190808
0.4365,11321.8126666667,11492.0361397946,11478.6342746224
0.437,11357.532,11517.2388840957,11502.0352059384
0.4375,11372.5416666667,11542.7980598613,11524.0684283264
0.438,11382,11567.9319463869,11549.6630090458
0.4385,11391.677,11594.3599543083,11573.9369502455
0.439,11408.9786666667,11617.4437482842,11594.927207834
0.4395,11440.311,11642.7089269615,11618.4481821127
0.44,11446.76,11668.5938210611,11643.5340708853
0.4405,11467.529,11697.979964042,11667.5554877156
0.441,11476.0153333333,11718.9325350582,11692.8613902268
0.4415,11490.498,11742.5404410184,11714.3938336852
0.442,11507.6026666667,11768.1894732587,11739.3598689646
0.4425,11520.2183333333,11789.6010463924,11765.0932976738
0.443,11538.286,11816.504596014,11793.518734921
0.4435,11558.549,11842.2957513568,11817.918284478
0.444,11585.792,11866.330816058,11845.4515554777
0.4445,11609.956,11889.3290791488,11874.48791409
0.445,11620.67,11917.500820858,11899.131229816
0.4455,11635.6243333333,11944.0546571088,11926.6841784925
0.446,11645.076,11967.4928504269,11952.4206910127
0.4465,11655,11990.5179870649,11979.5402670531
0.447,11680.6546666667,12010.581064113,12003.6210894741
0.4475,11701.74,12037.9208467369,12027.8257056073
0.448,11740.552,12056.4020259833,12055.0018171531
0.4485,11755.364,12082.4334311076,12080.6924703897
0.449,11793,12108.7091073493,12101.579301039
0.4495,11800.1476666667,12132.8268001607,12127.0724017379
0.45,11832.7,12160.4331538733,12152.5801747273
0.4505,11863.301,12185.3206887588,12177.9632440299
0.451,11880.4746666667,12203.007901159,12203.6685269994
0.4515,11903.7996666667,12224.3965000851,12229.0685110383
0.452,11914.512,12247.188921033,12249.3256837803
0.4525,11956.7166666667,12268.9221967207,12275.0149146209
0.453,11975.754,12293.8738258833,12300.2948341425
0.4535,11995.242,12319.2778486265,12324.2346863632
0.454,12006.324,12346.2648652454,12347.6888532825
0.4545,12021,12371.025467119,12369.0400212472
0.455,12038.28,12394.0654179482,12389.9536694159
0.4555,12056.8436666667,12416.0784592494,12413.206718146
0.456,12076.3626666667,12437.1554714619,12437.3562402964
0.4565,12093.791,12464.7852098191,12462.296890348
0.457,12125.542,12487.107953258,12486.3429428774
0.4575,12154.2416666667,12511.5654352837,12508.2719184357
0.458,12171.948,12537.3758922911,12531.322321964
0.4585,12192.0693333333,12559.6715912154,12554.1950870673
0.459,12214.354,12584.9386047306,12580.4704059035
0.4595,12258.114,12607.7290416623,12607.7455839941
0.46,12297,12632.2955764502,12628.86416073
0.4605,12304.6543333333,12659.3182348851,12653.6823996842
0.461,12309,12687.3105199045,12677.9312442218
0.4615,12326.369,12713.0049737532,12697.9754013883
0.462,12351.4293333333,12735.6381770019,12721.2484825925
0.4625,12374.85,12757.1289540055,12745.2860303208
0.463,12398.978,12778.6552831462,12769.4913012043
0.4635,12411.0603333333,12802.5380738337,12793.7675368935
0.464,12435,12824.6348025143,12818.968140991
0.4645,12450.3913333333,12847.682238143,12841.0986806827
0.465,12459.2633333333,12871.104418608,12862.9756188379
0.4655,12472.986,12892.8434943011,12886.0950472666
0.466,12482.5946666667,12917.2019050592,12909.6060869252
0.4665,12503.4663333333,12940.985771624,12935.4401565679
0.467,12514.272,12964.8280236781,12955.2457920073
0.4675,12525.2033333333,12989.2351070889,12976.6911083729
0.468,12537,13011.4642272309,13003.2943542348
0.4685,12556.737,13039.0674557898,13028.1397823365
0.469,12567.0233333333,13063.2313029944,13051.8160092073
0.4695,12585.4893333333,13085.1716867586,13076.4797194979
0.47,12596.94,13107.656152954,13101.7761801769
0.4705,12614.0076666667,13129.0699485739,13123.5906377888
0.471,12627.452,13154.5090730127,13145.7211224538
0.4715,12642.573,13180.2951375417,13168.1881389593
0.472,12664.6853333333,13205.4220446697,13191.487708218
0.4725,12690.5566666667,13232.8983424325,13213.5224974268
0.473,12712.038,13258.2875879852,13236.447592895
0.4735,12728.4136666667,13279.7401193082,13259.5253606718
0.474,12751.9626666667,13305.4436334981,13279.7142702663
0.4745,12775.196,13328.8290064628,13305.8911795068
0.475,12801.7,13350.017098165,13325.2668347871
0.4755,12839.3686666667,13371.5293535206,13350.5314502473
0.476,12849.752,13393.0606468754,13372.6088123128
0.4765,12873.295,13418.2443223506,13399.8083037575
0.477,12918.0986666667,13439.8049196849,13426.036840882
0.4775,12943.91,13461.4959759069,13448.9688869091
0.478,12955.1813333333,13486.6807892431,13475.5194335137
0.4785,12991.9936666667,13507.8653634762,13496.4227222424
0.479,13013.264,13532.9322084856,13522.4089307415
0.4795,13026.677,13556.9379755072,13544.1723934506
0.48,13046.8133333333,13579.6802301081,13569.1814842896
0.4805,13069.444,13601.0475853216,13589.3899087371
0.481,13089.8573333333,13626.2519571201,13614.9709498696
0.4815,13104.4963333333,13651.2248450191,13637.3179028949
0.482,13129.128,13674.8489405767,13660.5806546822
0.4825,13152.475,13699.1535137103,13684.7540725294
0.483,13189.784,13722.7754229033,13705.9317150939
0.4835,13205.534,13747.634308976,13732.4692102031
0.484,13216.6693333333,13771.8569980983,13758.2300560848
0.4845,13250.0233333333,13793.7973799314,13782.4639746597
0.485,13279.58,13816.5936945947,13809.9259364183
0.4855,13305,13841.5298772054,13831.2416297983
0.486,13323.948,13861.289504629,13852.7617314862
0.4865,13335.346,13884.7085980986,13875.2239695417
0.487,13366.2406666667,13906.5031846596,13902.6444094807
0.4875,13376.1583333333,13930.5979442718,13927.4129547613
0.488,13383.752,13955.7358620594,13950.8068176171
0.4885,13396.8873333333,13977.9781601888,13969.9793354896
0.489,13420.534,14000.8376681477,13990.1625485526
0.4895,13482.737,14026.2557473688,14013.2825046347
0.49,13510.5266666667,14053.7124446062,14035.7426455689
0.4905,13535.4286666667,14078.6457619255,14059.0624289838
0.491,13562,14100.0779311384,14082.9089321494
0.4915,13584.3986666667,14124.8266529075,14106.9242891058
0.492,13637.504,14145.6527066156,14128.9919286097
0.4925,13647,14168.0637014638,14155.6479922286
0.493,13674,14190.7913797378,14179.0692027988
0.4935,13680,14213.9740995712,14202.870971261
0.494,13693.94,14237.1887969217,14222.2985767669
0.4945,13724.5113333333,14260.0391629957,14247.828096454
0.495,13741.3233333333,14285.4508795264,14267.4574593067
0.4955,13749.391,14310.3326100974,14290.1994781541
0.496,13755,14331.1515555609,14313.4564876506
0.4965,13780.5263333333,14357.5029333153,14340.0311610584
0.497,13805.188,14379.8701027962,14363.6075783039
0.4975,13815.6616666667,14401.3348560691,14386.3122401497
0.498,13823.9173333333,14423.0113895183,14408.3766960585
0.4985,13851.391,14445.1957322973,14431.4537995737
0.499,13866,14471.5250626142,14455.1459838433
0.4995,13873.797,14495.052452899,14480.5271481816
0.5,13892,14521.7896638765,14502.0121584456
0.5005,13910.2706666667,14548.6586079573,14522.3419440244
0.501,13933.1353333333,14570.2139788226,14551.8006328541
0.5015,13957.812,14592.6428154327,14577.5746861354
0.502,13974.5413333333,14615.5229175243,14600.3695459936
0.5025,13998.6766666667,14643.6120944099,14621.5377182309
0.503,14005.406,14664.2970019691,14643.101518276
0.5035,14018.4736666667,14689.5608462832,14666.616689084
0.504,14038.5413333333,14714.8922911769,14688.5411727139
0.5045,14048.045,14738.0204236762,14707.752600027
0.505,14075.4133333333,14758.2565438057,14729.1861099221
0.5055,14109.233,14782.8116854887,14751.6417156081
0.506,14131.624,14805.0942057408,14775.4578007632
0.5065,14147.639,14829.538870598,14798.3406437691
0.507,14179.6313333333,14851.7680620805,14821.4423142488
0.5075,14219,14877.4070555303,14840.9238137516
0.508,14241.496,14896.7046639895,14861.0152473355
0.5085,14265.3006666667,14919.595671696,14881.483889206
0.509,14284.744,14943.8548903207,14902.9337932284
0.5095,14305.714,14966.6598193605,14932.0529702094
0.51,14366.9466666667,14995.2740797251,14951.1959812693
0.5105,14386.842,15018.7571194626,14972.4582336445
0.511,14431.466,15040.2272860181,14997.4191613376
0.5115,14456.7816666667,15062.5667759747,15021.879276781
0.512,14474.624,15086.7758485382,15044.9639258782
0.5125,14497.7666666667,15109.4386779316,15064.615664847
0.513,14517.8713333333,15135.979651553,15086.7097759984
0.5135,14534.789,15159.3265018474,15113.4413318751
0.514,14547.8946666667,15181.882623125,15133.9496139291
0.5145,14578.7363333333,15207.0067495276,15155.8239794151
0.515,14592.18,15228.8101742897,15179.6046142453
0.5155,14617.7813333333,15250.5554402647,15206.0282446079
0.516,14642.976,15270.373174558,15229.6102428086
0.5165,14680.466,15293.4470999527,15252.1777082165
0.517,14713.1046666667,15314.5966136342,15277.6268407644
0.5175,14732.525,15334.7772259624,15302.0558796645
0.518,14749.308,15359.5650780309,15323.8567070173
0.5185,14781.5623333333,15380.8373612338,15346.1792667035
0.519,14834.57,15406.3034925324,15370.6471873518
0.5195,14855.917,15430.21275469,15395.8914671936
0.52,14864.8266666667,15453.2895436905,15419.0896032027
0.5205,14895.0973333333,15476.0908890731,15446.0027142822
0.521,14931.788,15500.7607360761,15466.8190721575
0.5215,14951.3676666667,15525.5696848981,15488.8583464817
0.522,14981.5693333333,15549.0638658939,15511.4624202377
0.5225,14990.045,15570.0614711258,15534.9063046904
0.523,15003.338,15597.4489014788,15559.4669898359
0.5235,15021.705,15621.819541945,15583.143590369
0.524,15038.248,15647.513105724,15607.740184806
0.5245,15064.2096666667,15671.4321024167,15633.042883333
0.525,15073.7666666667,15694.3719705033,15659.14977493
0.5255,15097.961,15718.7516395679,15684.6923013401
0.526,15115.5186666667,15743.5566262447,15706.0615526364
0.5265,15126.3453333333,15763.2499897702,15728.8227922517
0.527,15139.962,15785.8163837703,15750.3694835384
0.5275,15166.165,15803.1995967151,15770.4679092809
0.528,15176.7893333333,15825.3608889062,15793.4045738333
0.5285,15201.427,15846.9241025521,15818.9481168025
0.529,15222.6233333333,15867.7000616781,15840.3769424726
0.5295,15247.9156666667,15890.8431002294,15864.3839769853
0.53,15288.06,15915.3143588692,15890.4288862345
0.5305,15303.2553333333,15941.4881313515,15911.8149752559
0.531,15328.5626666667,15964.1636448234,15937.7866616688
0.5315,15349.315,15986.802072566,15957.7715721294
0.532,15362.6613333333,16008.9255011391,15981.0201630243
0.5325,15375,16030.97568754,16003.0219866598
0.533,15389.592,16057.4757147441,16027.9677203983
0.5335,15409.5336666667,16084.7102686445,16053.4033636402
0.534,15434.6013333333,16108.1110542,16075.3716470235
0.5345,15469.007,16130.9393796167,16100.3586725265
0.535,15480.7366666667,16153.9265411159,16122.0509689491
0.5355,15522.2823333333,16176.8655834592,16146.9650310883
0.536,15548.104,16198.0565215034,16170.081466404
0.5365,15568.8793333333,16221.1321470276,16195.85847909
0.537,15623.0073333333,16245.4385441408,16214.9508946291
0.5375,15635.125,16270.8043551309,16239.4776446245
0.538,15656.4266666667,16290.5506754928,16263.4509951848
0.5385,15684.631,16312.06846934,16284.5752271382
0.539,15708.834,16336.5031919169,16309.5810186549
0.5395,15731.222,16361.9659212353,16337.4706776818
0.54,15759.8266666667,16387.5269127726,16362.3035867971
0.5405,15778.215,16413.0510078624,16384.5651047737
0.541,15794,16433.2233268773,16406.6699172228
0.5415,15808.7796666667,16453.9800308533,16427.397511577
0.542,15827.052,16478.0173202795,16453.5718974602
0.5425,15845.51,16502.6286477087,16476.2497524335
