"probability","observed_nonfloor","overall_raw_nonfloor","complier_raw_nonfloor"
0.231,0.361876002922128,0.377808940357842,0.375704596540606
0.2315,0.364059887616163,0.378585337875982,0.376479693478748
0.232,0.364609441978682,0.379331552824918,0.377254071377657
0.2325,0.366499694192673,0.380292089073236,0.37810045762586
0.233,0.368496825863685,0.38099695615326,0.37891098567495
0.2335,0.371697865233199,0.381577751908593,0.37986045751878
0.234,0.37474762998677,0.382390089476313,0.380642194249697
0.2345,0.376672979649578,0.383091201234424,0.381286487251972
0.235,0.376672979649578,0.383726202863094,0.382100843819576
0.2355,0.376672979649578,0.384548082415428,0.382808611202145
0.236,0.376672979649578,0.385294140759271,0.383514410983652
0.2365,0.376672979649578,0.386064943839555,0.384307238206449
0.237,0.376672979649578,0.386857409488371,0.38505757921013
0.2375,0.376672979649578,0.387732729535959,0.385836010915342
0.238,0.376672979649578,0.388383630180103,0.386590796279637
0.2385,0.376672979649578,0.389097716278332,0.387487369075682
0.239,0.377113795519126,0.389708162893896,0.388239033049592
0.2395,0.378497762031648,0.390525225038566,0.388975961531745
0.24,0.381219145341458,0.391302348370672,0.389731937275063
0.2405,0.381558528168414,0.391905369994206,0.390418979287511
0.241,0.382054586870648,0.392512598293283,0.391180342445599
0.2415,0.38611525735186,0.393309083518997,0.391760605990073
0.242,0.388074006112523,0.394060523671755,0.39246597203451
0.2425,0.38925770566513,0.394929716950682,0.393258067098411
0.243,0.390217501090959,0.395715066055575,0.394161002271921
0.2435,0.393115128578667,0.396502221490639,0.394891775095386
0.244,0.394135343976183,0.397197168866819,0.395768310065828
0.2445,0.395708643073776,0.397845168558055,0.396623585913442
0.245,0.397745822281458,0.398555627810338,0.397295508525972
0.2455,0.400266011144916,0.399164435869027,0.397974661253447
0.246,0.400266011144916,0.399786180433917,0.398626615806963
0.2465,0.400266011144916,0.40046116078376,0.399309253531959
0.247,0.400266011144916,0.401186503796315,0.399978029117417
0.2475,0.400266011144916,0.402043749696086,0.400687035352036
0.248,0.400266011144916,0.402841613008012,0.401305756481289
0.2485,0.400266011144916,0.403553013851279,0.402157285535381
0.249,0.400266011144916,0.404362812004138,0.40295635961672
0.2495,0.400266011144916,0.404988894132621,0.403650612870889
0.25,0.400266011144916,0.405703843369346,0.404512258430614
0.2505,0.400266011144916,0.406451753056704,0.405175292130636
0.251,0.400266011144916,0.407099026942555,0.405958600876487
0.2515,0.400266011144916,0.407812651036422,0.406583619097483
0.252,0.400266011144916,0.408627446917699,0.407255963501371
0.2525,0.400266011144916,0.409259598202173,0.407936963444377
0.253,0.400266011144916,0.409992727332542,0.408767576146338
0.2535,0.400266011144916,0.410732104487745,0.409388031712192
0.254,0.400266011144916,0.411467340181729,0.410140530084621
0.2545,0.400266011144916,0.412182240316675,0.41088002805955
0.255,0.400266011144916,0.413013561674462,0.411477287957782
0.2555,0.400266011144916,0.413699993996514,0.41217316268377
0.256,0.400266011144916,0.414394699171549,0.413039895688108
0.2565,0.400266011144916,0.415144821719095,0.413679851009435
0.257,0.400266011144916,0.415852945601658,0.414324618619252
0.2575,0.400266011144916,0.416476033034607,0.415025555168708
0.258,0.400266011144916,0.417241513345336,0.415775903260682
0.2585,0.400266011144916,0.417982662417761,0.416350996917283
0.259,0.400266011144916,0.418591026136057,0.417034344891315
0.2595,0.40273173020636,0.419225346175045,0.417647574695291
0.26,0.404947902229248,0.419884276982934,0.418368148096683
0.2605,0.407946496913411,0.420636787141498,0.419074063907628
0.261,0.409157384321569,0.421388468348235,0.419800004579779
0.2615,0.411174306718556,0.422210711873638,0.42050341659216
0.262,0.411710292071507,0.422944424907798,0.42128345525012
0.2625,0.41349616404213,0.423719093745683,0.422024837499915
0.263,0.416796707657554,0.424563266135468,0.422725515220264
0.2635,0.417667940276401,0.425253569906192,0.42348964199229
0.264,0.418488668879439,0.425939671477581,0.424422223666681
0.2645,0.421279489935151,0.426697255707224,0.425176693617286
0.265,0.421971010103767,0.427213268617827,0.425900081881155
0.2655,0.421971010103767,0.427975997754273,0.426549599320654
0.266,0.421971010103767,0.428723899006743,0.42719842129856
0.2665,0.421971010103767,0.429340663361539,0.427793876336226
0.267,0.421971010103767,0.430019238910996,0.428500969166912
0.2675,0.421971010103767,0.430624940047819,0.429182962584996
0.268,0.421971010103767,0.431306144742531,0.429813167928636
0.2685,0.421971010103767,0.431885538421354,0.430428871460189
0.269,0.421971010103767,0.432483864324739,0.431097704600151
0.2695,0.422387884058254,0.433130470749535,0.431678438331752
0.27,0.423219715793059,0.433843582033404,0.432275271191479
0.2705,0.424877829715519,0.434503505516153,0.432874007411838
0.271,0.426521778018324,0.435079416526316,0.433515801607287
0.2715,0.427921625872338,0.435706033723028,0.434228796088037
0.272,0.431158790805681,0.436269411188989,0.434845758570045
0.2725,0.432205438969663,0.436927398900322,0.435513168354658
0.273,0.433766616562615,0.437626691927784,0.436034237980241
0.2735,0.435764617423072,0.438278201486412,0.4366662134563
0.274,0.437228125829094,0.438914816033546,0.437447094558837
0.2745,0.438384114515576,0.439593023551068,0.438073232479756
0.275,0.442019432248155,0.440414413554247,0.438781189394725
0.2755,0.442067893844077,0.441148469373646,0.439333675118054
0.276,0.442067893844077,0.441776844972062,0.440136446905906
0.2765,0.442067893844077,0.442345414585027,0.440825895438146
0.277,0.442067893844077,0.442963095441039,0.441561352327356
0.2775,0.442067893844077,0.443641296645264,0.442166671509391
0.278,0.442067893844077,0.444289677555785,0.442767588410348
0.2785,0.442067893844077,0.44515914580178,0.443487562880917
0.279,0.442067893844077,0.44587294640035,0.444106556681489
0.2795,0.442067893844077,0.446533165592295,0.444939684223175
0.28,0.443548516004442,0.447357412865702,0.445720815184087
0.2805,0.448546965425617,0.448017276554108,0.446269806549968
0.281,0.44970766338848,0.44861213935501,0.447007843050453
0.2815,0.44970766338848,0.449164662971116,0.447712103376783
0.282,0.44970766338848,0.449934495368402,0.448342087599377
0.2825,0.453927276350756,0.450558727877161,0.448840328915657
0.283,0.455661552369614,0.451138120393458,0.449518371664823
0.2835,0.458655062051326,0.451750892199597,0.450073484042686
0.284,0.460778602579723,0.452373831836888,0.450686710385447
0.2845,0.460778602579723,0.453046433206181,0.451302701627935
0.285,0.460778602579723,0.453742053589821,0.451981156639569
0.2855,0.460778602579723,0.454361930941994,0.452602170247841
0.286,0.460778602579723,0.45496432969399,0.453256714768981
0.2865,0.460778602579723,0.455626434776427,0.453997729182257
0.287,0.460778602579723,0.456318569241701,0.454681106134122
0.2875,0.460778602579723,0.456992289610043,0.455370734059516
0.288,0.460778602579723,0.457570238003407,0.456101289525392
0.2885,0.460778602579723,0.458120989181428,0.456827506201006
0.289,0.460778602579723,0.458753278545273,0.457397117730862
0.2895,0.460778602579723,0.459394389952916,0.457870701407861
0.29,0.460778602579723,0.459882876524362,0.458482522646377
0.2905,0.460778602579723,0.460526657633193,0.459151008420841
0.291,0.460778602579723,0.461221632644457,0.459746623144528
0.2915,0.460778602579723,0.461734180029135,0.460350672260179
0.292,0.460778602579723,0.462300854145279,0.461047253961668
0.2925,0.460778602579723,0.462848158569816,0.461606225733477
0.293,0.460778602579723,0.463474768481544,0.462183698473773
0.2935,0.460778602579723,0.464019069229617,0.46284527760738
0.294,0.460778602579723,0.464653069399402,0.463463164301126
0.2945,0.460778602579723,0.465292163499278,0.464090593745473
0.295,0.460778602579723,0.465849599949017,0.464772137157382
0.2955,0.460778602579723,0.466473949613588,0.465451614060153
0.296,0.460778602579723,0.467118271448817,0.465940128643041
0.2965,0.460778602579723,0.467698811892454,0.466586667732867
0.297,0.460778602579723,0.468329723419714,0.467204695787543
0.2975,0.460778602579723,0.468888602814563,0.467800203407835
0.298,0.460778602579723,0.469498647067356,0.468350759540669
0.2985,0.461861256506316,0.47008237699701,0.46892874741142
0.299,0.465291343933646,0.470766107571475,0.469553746745723
0.2995,0.466149191255519,0.471323348659872,0.470177984799021
0.3,0.467916026213718,0.471912310875976,0.470900281262636
0.3005,0.469937411702125,0.472430064645521,0.471464685328529
0.301,0.471926728394459,0.47308188184001,0.471984127349323
0.3015,0.473112400483918,0.473839703563453,0.472507539024465
0.302,0.476448567394425,0.474460174874969,0.473228455289104
0.3025,0.478282081698801,0.474983748271011,0.473910299140605
0.303,0.478282081698801,0.47558965891869,0.474564927602259
0.3035,0.478282081698801,0.476188727756905,0.475151222395958
0.304,0.478282081698801,0.476853071867904,0.475693038406158
0.3045,0.478282081698801,0.477503449771533,0.476294522751085
0.305,0.478282081698801,0.478050442784651,0.476895501146921
0.3055,0.478282081698801,0.478610257193477,0.477504726597254
0.306,0.478282081698801,0.479121287422271,0.478078891647505
0.3065,0.478282081698801,0.47980922228416,0.47868808210762
0.307,0.478282081698801,0.480382331599228,0.479191941323958
0.3075,0.478282081698801,0.480959818283199,0.479806575666076
0.308,0.478282081698801,0.481586611683838,0.480447328461444
0.3085,0.478282081698801,0.482148769028357,0.481043914805839
0.309,0.478887953902283,0.482783494204442,0.48162903663623
0.3095,0.480795669790656,0.483399671454205,0.482178070454213
0.31,0.482356294620889,0.484083178798596,0.482740801746323
0.3105,0.485486609807263,0.484650778301209,0.483351950914288
0.311,0.486298956805314,0.485181693717159,0.48391349792718
0.3115,0.488578700123376,0.485759038873033,0.484541476943844
0.312,0.491514923077756,0.486313773697522,0.485140040441052
0.3125,0.491908088514362,0.486900206092568,0.485634277351993
0.313,0.492951185143256,0.487374805837404,0.486181104166492
0.3135,0.494724716745903,0.487909327156166,0.486801861216649
0.314,0.494724716745903,0.488433599502082,0.487294823470453
0.3145,0.494724716745903,0.489046204507071,0.487834145006897
0.315,0.494724716745903,0.489528264303578,0.488309080875675
0.3155,0.495231908745555,0.490116633994871,0.488877680843906
0.316,0.497896990049383,0.490712293967779,0.48937841344142
0.3165,0.498856711977958,0.491234095823007,0.489954910119291
0.317,0.500359148648563,0.491784063469011,0.490447467535859
0.3175,0.502586937833349,0.492428974106891,0.49107951302855
0.318,0.502586937833349,0.492941314743241,0.491650762423877
0.3185,0.502586937833349,0.4935028991652,0.492295092373237
0.319,0.504132414054507,0.494068132409458,0.492841673298056
0.3195,0.506953716250844,0.49470231267707,0.493426033829427
0.32,0.509563591386144,0.495225957120899,0.493934902953383
0.3205,0.510227782937839,0.49580541305289,0.494530540348616
0.321,0.510227782937839,0.496366910787593,0.495042861065545
0.3215,0.510227782937839,0.496909074623425,0.49557477790223
0.322,0.510227782937839,0.49757425840597,0.496158174952652
0.3225,0.510227782937839,0.498132886652679,0.496716363148357
0.323,0.510227782937839,0.498740664934115,0.497305386789908
0.3235,0.510227782937839,0.499298228871787,0.497931826263038
0.324,0.510227782937839,0.499869488912758,0.498564515176167
0.3245,0.510227782937839,0.500556495693453,0.499055629443067
0.325,0.510227782937839,0.501042537168125,0.499656001883052
0.3255,0.510227782937839,0.501557734434728,0.500209605980394
0.326,0.510227782937839,0.502113143759371,0.50086957076219
0.3265,0.510227782937839,0.50259482034316,0.501427529714864
0.327,0.510227782937839,0.503101446866235,0.501966261547071
0.3275,0.510227782937839,0.503638073934321,0.502404440043683
0.328,0.512065628071707,0.504144145036991,0.502933139201913
0.3285,0.516227228643269,0.504627316399144,0.503493651362884
0.329,0.519444883811768,0.505256594620333,0.504019368177602
0.3295,0.522022573070139,0.505793000634363,0.504501644788433
0.33,0.524880966691348,0.506487552634719,0.505045111643273
0.3305,0.524892878948738,0.507003441215168,0.505641285359047
0.331,0.524892878948738,0.507538104295971,0.506346362457606
0.3315,0.524892878948738,0.508101083932289,0.506859778124114
0.332,0.524892878948738,0.508631819083253,0.507351871482221
0.3325,0.524892878948738,0.50911684329127,0.507939567558667
0.333,0.526768678387925,0.509652584011487,0.508443234089282
0.3335,0.529996251859134,0.510143399661956,0.508873386449179
0.334,0.531317001350667,0.510631074050852,0.509454069428614
0.3345,0.531779367844681,0.511080596522724,0.509923308655926
0.335,0.532681721199052,0.511699721583309,0.510485897377215
0.3355,0.533803889714666,0.512376543940563,0.510933851640745
0.336,0.53605424800408,0.51295977867837,0.511570931146291
0.3365,0.537191644905807,0.513482026837343,0.512172808042173
0.337,0.53831108761551,0.514103569107808,0.512770215429741
0.3375,0.538805966010795,0.514701605252907,0.513358024582811
0.338,0.538805966010795,0.515114665950386,0.513879623856722
0.3385,0.538805966010795,0.515676290632072,0.514420730291445
0.339,0.538805966010795,0.516364239766661,0.514983160487251
0.3395,0.538805966010795,0.516881099103445,0.515488349395805
0.34,0.538805966010795,0.517292633486202,0.516024073994799
0.3405,0.538805966010795,0.517814617341127,0.516655165256547
0.341,0.538805966010795,0.518274637658111,0.517077201392286
0.3415,0.538805966010795,0.518668080283254,0.51760564355557
0.342,0.538805966010795,0.519241692430914,0.518043099880025
0.3425,0.538805966010795,0.519776282331674,0.518586271634436
0.343,0.538805966010795,0.520338917124426,0.519141196622574
0.3435,0.538805966010795,0.520882170518287,0.519658596265954
0.344,0.538805966010795,0.521441287384793,0.520155397733416
0.3445,0.538805966010795,0.521984068826108,0.52071747680029
0.345,0.538805966010795,0.522472588746456,0.521284073106241
0.3455,0.538805966010795,0.522895549350657,0.52182318628722
0.346,0.538805966010795,0.523483890439799,0.522325817510753
0.3465,0.538805966010795,0.524064902227064,0.522859836393646
0.347,0.538805966010795,0.524634182598786,0.523407113445158
0.3475,0.538805966010795,0.525229391519998,0.52394841521663
0.348,0.538805966010795,0.525823021825477,0.524520829133091
0.3485,0.538805966010795,0.526384095268892,0.525092432818273
0.349,0.538805966010795,0.526900347652465,0.525609485746952
0.3495,0.538805966010795,0.527445274625886,0.526237937568491
0.35,0.538805966010795,0.528019795011488,0.526799161393955
0.3505,0.538805966010795,0.528567971993814,0.527311395929647
0.351,0.538805966010795,0.529032502866337,0.527878275587385
0.3515,0.538805966010795,0.529632460279913,0.528418782927036
0.352,0.538805966010795,0.530119386034253,0.52893101759546
0.3525,0.538805966010795,0.530677672723722,0.529526513053699
0.353,0.538805966010795,0.531198751151701,0.530078903516915
0.3535,0.538805966010795,0.531740306335785,0.530576722682202
0.354,0.538805966010795,0.532283051026405,0.531070055877112
0.3545,0.538805966010795,0.532774334642417,0.531521705948567
0.355,0.538805966010795,0.533262218497509,0.532036832612986
0.3555,0.538805966010795,0.533802349704024,0.532484101528201
0.356,0.538805966010795,0.534321518032414,0.53300245000168
0.3565,0.538805966010795,0.534892733725231,0.533530253812057
0.357,0.538805966010795,0.53545679181685,0.53405600293841
0.3575,0.538805966010795,0.535963959516412,0.534525558957858
0.358,0.538805966010795,0.536413100433102,0.535092990448323
0.3585,0.538805966010795,0.53686918539455,0.535666094569585
0.359,0.538805966010795,0.537358681312514,0.53612366036061
0.3595,0.538805966010795,0.53787422122701,0.536550180940053
0.36,0.538805966010795,0.538333588885526,0.537020922540127
0.3605,0.538805966010795,0.538756177464881,0.537548380178652
0.361,0.538805966010795,0.539225283789567,0.538024813433379
0.3615,0.538805966010795,0.539784392456589,0.538504955524404
0.362,0.538805966010795,0.540248307895118,0.538920977353981
0.3625,0.538805966010795,0.540801500242389,0.539407847629775
0.363,0.538805966010795,0.541354793207796,0.539943996999499
0.3635,0.538805966010795,0.54189394234747,0.540520374553099
0.364,0.538805966010795,0.542351711015195,0.541054598141797
0.3645,0.538805966010795,0.542956215250183,0.541563943825378
0.365,0.538805966010795,0.543421700306628,0.54205424368608
0.3655,0.538805966010795,0.543925440078822,0.542636702526928
0.366,0.538805966010795,0.544449370414384,0.543187447928362
0.3665,0.538805966010795,0.545042101774441,0.543642961036769
0.367,0.538805966010795,0.545618788909307,0.544158608456974
0.3675,0.538805966010795,0.54613244944077,0.54467384281888
0.368,0.540223578585616,0.546560560595036,0.545183661451235
0.3685,0.541879960427186,0.547061664095236,0.545697350209833
0.369,0.544177440541665,0.547557291191295,0.546209264315949
0.3695,0.544467631980396,0.548046213126534,0.546561771494387
0.37,0.546955472458015,0.5486508819055,0.547049909415874
0.3705,0.549314216441432,0.549107562997445,0.547554876275027
0.371,0.551494029911248,0.549546677429162,0.54804556205943
0.3715,0.552040421003432,0.550079335958929,0.548648986312804
0.372,0.552040421003432,0.550591983197177,0.549113453713027
0.3725,0.552040421003432,0.551163238881743,0.549615714918428
0.373,0.552040421003432,0.551664900727322,0.550185707006687
0.3735,0.553425844681993,0.552139277642784,0.550696474521955
0.374,0.554683108301682,0.552756446908802,0.551284138077463
0.3745,0.55621338277473,0.553192121117911,0.551776711270535
0.375,0.557665179674823,0.553646574747,0.552196903534825
0.3755,0.559315340321649,0.55406372499808,0.552793170960307
0.376,0.559681983316254,0.554553996604525,0.553194048429763
0.3765,0.560267294631191,0.555080921650064,0.553647213789061
0.377,0.56205576442309,0.555545100576498,0.554039399788109
0.3775,0.562717131824911,0.555969748960893,0.554483847376344
0.378,0.563454086947206,0.556406603357287,0.554966210018525
0.3785,0.564609671349386,0.55691306403407,0.555419322309718
0.379,0.564659378976687,0.55744434384698,0.555893722675227
0.3795,0.564659378976687,0.557967441714912,0.556294835131915
0.38,0.564659378976687,0.558520446086949,0.556764331610163
0.3805,0.564659378976687,0.55896714150808,0.557269564424192
0.381,0.564659378976687,0.559464869931692,0.557769473866916
0.3815,0.564659378976687,0.559925322524012,0.558340090862274
0.382,0.564659378976687,0.560416858650773,0.558817006630911
0.3825,0.56533616761387,0.560914066085769,0.559284077643041
0.383,0.567069025965071,0.561354573801187,0.559773984009035
0.3835,0.56773325927384,0.561882703207867,0.560329357945212
0.384,0.569547127321092,0.562370213918542,0.560831796603178
0.3845,0.56964065613295,0.562851949849321,0.561283190105508
0.385,0.570887698359361,0.563337888010827,0.561832702071712
0.3855,0.573254168235901,0.563781117064306,0.56229509818396
0.386,0.57458624885332,0.564171107455759,0.562785838579688
0.3865,0.575006682517484,0.564712759292108,0.563239437770455
0.387,0.576717554763112,0.565173356708597,0.563689973988483
0.3875,0.576717554763112,0.565724550507996,0.564101663446787
0.388,0.576717554763112,0.566209935295939,0.564595618947874
0.3885,0.576717554763112,0.566685545837122,0.565027398858735
0.389,0.576717554763112,0.56720188435801,0.56558468857225
0.3895,0.576717554763112,0.567717648475926,0.566030506223177
0.39,0.577692749501348,0.568266340126675,0.566561221244166
0.3905,0.578575496042811,0.568751046436155,0.567085820476581
0.391,0.580214704620617,0.569204459828192,0.567594853010346
0.3915,0.581394704410464,0.569691265309864,0.568092010709083
0.392,0.581807084637255,0.570223041419368,0.568605604451791
0.3925,0.583564207849448,0.570704453625329,0.569044424968192
0.393,0.587445633473701,0.571175694349538,0.569511701402448
0.3935,0.588262676782656,0.571707870514877,0.570035888882321
0.394,0.588262676782656,0.572112193207294,0.570524022145379
0.3945,0.588262676782656,0.572592941236951,0.570947140843657
0.395,0.588262676782656,0.573005687568901,0.571450267660243
0.3955,0.588262676782656,0.573477940866036,0.571936380010351
0.396,0.588262676782656,0.57399684695741,0.572357575443725
0.3965,0.588262676782656,0.574492035833641,0.572798332951799
0.397,0.588262676782656,0.574982911089779,0.57324297843149
0.3975,0.588262676782656,0.575447349568753,0.573765049013856
0.398,0.588262676782656,0.575860755832186,0.574198624811395
0.3985,0.588262676782656,0.576336079518147,0.574687039670061
0.399,0.588262676782656,0.576837981962976,0.575145731058295
0.3995,0.588262676782656,0.577331064342885,0.575626420012226
0.4,0.588262676782656,0.577896116697943,0.576070151011386
0.4005,0.588262676782656,0.578421728038007,0.576495349770144
0.401,0.588262676782656,0.578808526790484,0.577086783007481
0.4015,0.588262676782656,0.579303998972873,0.577584861348026
0.402,0.589490409776171,0.579787623646354,0.578104719841083
0.4025,0.590407328332785,0.580251373109526,0.578644445063109
0.403,0.591539125787249,0.580655337707733,0.579088881025978
0.4035,0.592602316809613,0.581141700444356,0.579577922457187
0.404,0.592955497968655,0.581556853403675,0.580016869400481
0.4045,0.59496112191732,0.581977425961417,0.580462165000059
0.405,0.596140317696628,0.582502114953359,0.580930286674468
0.4055,0.597980360751938,0.583052569903929,0.581351792709512
0.406,0.599117985278216,0.583539946276589,0.581776361755579
0.4065,0.599336628080891,0.583989146651485,0.58217043468698
0.407,0.599336628080891,0.584505772478427,0.582682627638806
0.4075,0.599336628080891,0.585049789301814,0.583235889897657
0.408,0.599336628080891,0.585467961060116,0.583725472490999
0.4085,0.599336628080891,0.585916977747768,0.584141682095108
0.409,0.599336628080891,0.586439712344468,0.584662472873057
0.4095,0.599336628080891,0.586938560502754,0.585124327343589
0.41,0.599336628080891,0.587397087835386,0.585609312082904
0.4105,0.599336628080891,0.587934769494885,0.586167708474436
0.411,0.599336628080891,0.588508538682209,0.586551672634598
0.4115,0.599336628080891,0.588917192114917,0.587074682662562
0.412,0.599336628080891,0.589406599868385,0.587619847083436
0.4125,0.599336628080891,0.589907949719192,0.588081130435397
0.413,0.599336628080891,0.59037776558703,0.58864285982823
0.4135,0.599336628080891,0.590833437568615,0.589091916614971
0.414,0.599336628080891,0.591265361626117,0.589581357868175
0.4145,0.599336628080891,0.591797930535967,0.590043228730552
0.415,0.599336628080891,0.592214992791103,0.590538128855644
0.4155,0.599336628080891,0.592624650550766,0.591043383728782
0.416,0.599336628080891,0.593111146856867,0.591564340651982
0.4165,0.599336628080891,0.593538054247682,0.59199658933955
0.417,0.599336628080891,0.594018469683906,0.592365648680826
0.4175,0.599336628080891,0.594459192321637,0.592859138188492
0.418,0.599336628080891,0.594931668364363,0.593273787477973
0.4185,0.599336628080891,0.595428038053556,0.59372751237699
0.419,0.599336628080891,0.595887104715108,0.594214287167862
0.4195,0.600252682890545,0.596372606880633,0.594671119985
0.42,0.601498207736435,0.596832120819376,0.595079996349023
0.4205,0.60294988432352,0.597281395470298,0.595580497811871
0.421,0.60557356711488,0.597776706276583,0.595976380270301
0.4215,0.60577039184402,0.598203407689523,0.596454790905782
0.422,0.606596232188206,0.598640655445805,0.596929518212778
0.4225,0.607575106418608,0.59914997709894,0.597430201117205
0.423,0.608593893888234,0.599677509554559,0.597876527779611
0.4235,0.609976363530355,0.600134033586478,0.598364918625238
0.424,0.609976363530355,0.600618585503021,0.598791292550635
0.4245,0.609976363530355,0.601024781030016,0.599265729274183
0.425,0.609976363530355,0.601527166762359,0.599825745161832
0.4255,0.609976363530355,0.602049729923123,0.60028350242649
0.426,0.609976363530355,0.602620823148157,0.600831425840165
0.4265,0.610306375211086,0.603075139842913,0.601195142245225
0.427,0.61163046938606,0.603542753929198,0.601663560524406
0.4275,0.614231499009396,0.603933655609544,0.602158733351811
0.428,0.615348451516724,0.604357754784049,0.602713666585757
0.4285,0.615961520055322,0.60471076872754,0.603188907448925
0.429,0.617698063166647,0.605126131227502,0.603616324950023
0.4295,0.618599939492794,0.605634105700895,0.604040933555545
0.43,0.620214653903714,0.606134972377269,0.604453146026623
0.4305,0.620214653903714,0.606553860527201,0.604877210388381
0.431,0.620214653903714,0.607018201057041,0.605309043867553
0.4315,0.620214653903714,0.607450514487406,0.605820725078709
0.432,0.620214653903714,0.607922503173217,0.606215194840232
0.4325,0.620214653903714,0.608433653390504,0.606668974591561
0.433,0.620214653903714,0.608946626499421,0.607135695656392
0.4335,0.621427858063632,0.60946049886046,0.607570866191724
0.434,0.622401109204617,0.609909471557913,0.608000723629383
0.4345,0.623020168889689,0.61032347723953,0.60846373828729
0.435,0.623909498895652,0.610726488845548,0.608924171139832
0.4355,0.624926945683672,0.611185132239918,0.60941729536995
0.436,0.62600939258606,0.611585478973145,0.609921385419612
0.4365,0.627917345549902,0.61198854692012,0.610358546025281
0.437,0.630080694611304,0.612416645955859,0.610724187438508
0.4375,0.630080694611304,0.612849384622164,0.611212170631032
0.438,0.630080694611304,0.613270740528226,0.611624411379168
0.4385,0.630080694611304,0.61373011886425,0.612032607402826
0.439,0.630080694611304,0.614201086105342,0.612472707814406
0.4395,0.630080694611304,0.614654780440976,0.612886503163106
0.44,0.630874017478541,0.615164639072674,0.613376604116588
0.4405,0.631872735932927,0.615555249873924,0.613892608623818
0.441,0.632940889936798,0.615951571469523,0.614400420359989
0.4415,0.634370708133299,0.616423907225754,0.614827930834257
0.442,0.635258430635196,0.616869311098873,0.615326984348582
0.4425,0.636740921768582,0.617262255916372,0.615678171489782
0.443,0.637723153623915,0.617736816412942,0.616041509415452
0.4435,0.638842184013934,0.618172092003928,0.61649627606101
0.444,0.639600607607771,0.618624629476238,0.616982505706758
0.4445,0.639600607607771,0.619023059892975,0.61736790585022
0.445,0.639600607607771,0.619470362723012,0.617850040740419
0.4455,0.639600607607771,0.619888828820461,0.618298055324827
0.446,0.639974544822989,0.62024563094042,0.618686418911612
0.4465,0.641013191615361,0.620749932097521,0.619047580644096
0.447,0.643009382258188,0.621138811282501,0.619467404697354
0.4475,0.644961423363494,0.621622501471528,0.619882544042336
0.448,0.64664672865054,0.622027275581711,0.620253235718477
0.4485,0.647937641992878,0.622378714241874,0.620750828632723
0.449,0.648797858205049,0.62282396274617,0.621171774066718
0.4495,0.648797858205049,0.623253397747494,0.621677665389294
0.45,0.648797858205049,0.623716765380734,0.622079471376772
0.4505,0.648797858205049,0.624232451476079,0.622517427604061
0.451,0.648797858205049,0.624588282502451,0.622884372452823
0.4515,0.648797858205049,0.625020838695729,0.623354682410559
0.452,0.648797858205049,0.625579083963649,0.623841595428025
0.4525,0.648797858205049,0.625961177337963,0.624304913565138
0.453,0.648797858205049,0.626323961021806,0.624650052224878
0.4535,0.648797858205049,0.626785177539832,0.625129906260689
0.454,0.648797858205049,0.627193584583241,0.625673552830342
0.4545,0.648797858205049,0.627590326270587,0.626021208174258
0.455,0.648797858205049,0.627997850606247,0.626411444300287
0.4555,0.648797858205049,0.628364015041565,0.626889937821271
0.456,0.648797858205049,0.628826165805017,0.62726529504122
0.4565,0.648797858205049,0.629221343570917,0.627671982070607
0.457,0.648797858205049,0.629646645929993,0.628094487096686
0.4575,0.648797858205049,0.630015751523479,0.628477344428042
0.458,0.648797858205049,0.630519249987443,0.628931908840145
0.4585,0.648797858205049,0.630959771466771,0.629339226713349
0.459,0.648797858205049,0.631321392896195,0.629748975816685
0.4595,0.648797858205049,0.631785464925217,0.630131351150386
0.46,0.648797858205049,0.632260763206201,0.630632417925618
0.4605,0.648797858205049,0.632707501246504,0.631028296512142
0.461,0.648797858205049,0.633160570958719,0.631406173385262
0.4615,0.648797858205049,0.63355091352065,0.631815114063884
0.462,0.648797858205049,0.633959807245053,0.63224746597969
0.4625,0.648797858205049,0.634340565028698,0.632646151842535
0.463,0.648797858205049,0.634698674213886,0.633088990834171
0.4635,0.648797858205049,0.635100254210208,0.633465619478019
0.464,0.648797858205049,0.635545727866586,0.63383749961025
0.4645,0.648797858205049,0.636004458972067,0.634252594946089
0.465,0.648797858205049,0.636402330911264,0.634584363515212
0.4655,0.648797858205049,0.636792756021503,0.635014857403033
0.466,0.648797858205049,0.637193413757107,0.635444948404038
0.4665,0.648797858205049,0.637576092810819,0.635897004609641
0.467,0.648797858205049,0.638080768651682,0.636328332014989
0.4675,0.648797858205049,0.638488167383071,0.636753124756892
0.468,0.648797858205049,0.638887381317332,0.637179098758582
0.4685,0.648797858205049,0.639331645206427,0.637591830271083
0.469,0.648797858205049,0.639782023802373,0.638066422968564
0.4695,0.648797858205049,0.640180580610284,0.63854325225999
0.47,0.648797858205049,0.640561457384703,0.638916377777957
0.4705,0.648797858205049,0.641056275393163,0.639328370393814
0.471,0.648797858205049,0.641495895446659,0.639783776745495
0.4715,0.648797858205049,0.641929288940775,0.64021015628877
0.472,0.648797858205049,0.642316381003655,0.640561121241357
0.4725,0.648797858205049,0.642668612264756,0.641038169594349
0.473,0.648797858205049,0.643083155938039,0.641498097202794
0.4735,0.648797858205049,0.643501863179639,0.64191666185486
0.474,0.648797858205049,0.643955598150689,0.642330451491872
0.4745,0.648797858205049,0.644306758725248,0.642725893064399
0.475,0.648797858205049,0.644738243459148,0.643085224749621
